question_id,title,topic_primary,url_slug,source_url,base_unweighted_n,base_weighted_n,moe_question_level,is_multiselect,options_count,context,filter_condition,module_base_unweighted_n,module_base_weighted_n
2023-032_q11,"Do you think that politicians should take the lead in drastically reducing US carbon emissions, or should wait until they have evidence that the public supports such action?",MPSA 2023 Omnibus Survey #2023-032,do-you-think-that-politicians-should-take-the-lead-in-drastically-reducing-us-carbon-emissions-or-should-wait-until-they-have-evidence-that-the-public-supports-such-action,https://verasight-mpsa-2023.tiiny.co,1000,999.9999999999886,+/- 3.3%,false,4,,,3000,3000.0000000000177
2025-119_q1,"If there were a truly historic nationwide protest against the Trump administration in the coming days, how likely would you be to participate?",Verasight APSA Omnibus Survey #2025-119,if-there-were-a-truly-historic-nationwide-protest-against-the-trump-administration-in-the-coming-days-how-likely-would-you-be-to-participate,https://reports.verasight.io/reports/apsa-2025#if-there-were-a-truly-historic-nationwide-protest-against-the-trump-administration-in-the-coming-days-how-likely-would-you-be-to-participate,1000,1000.0000000000069,+/- 3.3%,false,7,,,3000,3000.0000000000177
2025-119_q11,"How much do you agree or disagree with the following statement?: ""All candidates of the opposing party hold the same extreme positions.""",Verasight APSA Omnibus Survey #2025-119,how-much-do-you-agree-or-disagree-with-the-following-statement-all-candidates-of-the-opposing-party-hold-the-same-extreme-positions,https://reports.verasight.io/reports/apsa-2025#how-much-do-you-agree-or-disagree-with-the-following-statement-all-candidates-of-the-opposing-party-hold-the-same-extreme-positions,1000,1000.0000000000069,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q12,Which of the following political systems seems best for the US?,Verasight APSA Omnibus Survey #2025-119,which-of-the-following-political-systems-seems-best-for-the-us,https://reports.verasight.io/reports/apsa-2025#which-of-the-following-political-systems-seems-best-for-the-us,1000,1000.0000000000069,+/- 3.3%,false,2,,,3000,3000.0000000000177
2025-119_q13,"Please describe your level of agreement with the following statement: ""Political parties do a good job of addressing issues that are important to people like me.""",Verasight APSA Omnibus Survey #2025-119,please-describe-your-level-of-agreement-with-the-following-statement-political-parties-do-a-good-job-of-addressing-issues-that-are-important-to-people-like-me,https://reports.verasight.io/reports/apsa-2025#please-describe-your-level-of-agreement-with-the-following-statement-political-parties-do-a-good-job-of-addressing-issues-that-are-important-to-people-like-me,1000,1000.0000000000068,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q14,"How much do you agree or disagree with the following statement?: ""Politicians should do what is right and moral, even if it goes against their party's interests or ideology.""",Verasight APSA Omnibus Survey #2025-119,how-much-do-you-agree-or-disagree-with-the-following-statement-politicians-should-do-what-is-right-and-moral-even-if-it-goes-against-their-party-s-interests-or-ideology,https://reports.verasight.io/reports/apsa-2025#how-much-do-you-agree-or-disagree-with-the-following-statement-politicians-should-do-what-is-right-and-moral-even-if-it-goes-against-their-party-s-interests-or-ideology,1000,1000.0000000000068,+/- 3.3%,false,6,,,3000,3000.0000000000177
2025-119_q15,Under what circumstances is political violence justified?,Verasight APSA Omnibus Survey #2025-119,under-what-circumstances-is-political-violence-justified,https://reports.verasight.io/reports/apsa-2025#under-what-circumstances-is-political-violence-justified,1000,,+/- 3.3%,true,5,,,3000,3000.0000000000177
2025-119_q16,"In a clash between your state and the federal government, would you be more likely to support:",Verasight APSA Omnibus Survey #2025-119,in-a-clash-between-your-state-and-the-federal-government-would-you-be-more-likely-to-support,https://reports.verasight.io/reports/apsa-2025#in-a-clash-between-your-state-and-the-federal-government-would-you-be-more-likely-to-support,1000,1000.000000000007,+/- 3.3%,false,3,The American founders anticipated that states occasionally would need to push back against federal government policies.,,3000,3000.0000000000177
2025-119_q17,"To what extent do you agree or disagree with the following statement?: ""I feel emotionally attached to the state where I live.""",Verasight APSA Omnibus Survey #2025-119,to-what-extent-do-you-agree-or-disagree-with-the-following-statement-i-feel-emotionally-attached-to-the-state-where-i-live,https://reports.verasight.io/reports/apsa-2025#to-what-extent-do-you-agree-or-disagree-with-the-following-statement-i-feel-emotionally-attached-to-the-state-where-i-live,1000,1000.0000000000069,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q18,"In politics, is your priority a political ideology (liberal-conservative) or an individual with a specific policy position?",Verasight APSA Omnibus Survey #2025-119,in-politics-is-your-priority-a-political-ideology-liberal-conservative-or-an-individual-with-a-specific-policy-position,https://reports.verasight.io/reports/apsa-2025#in-politics-is-your-priority-a-political-ideology-liberal-conservative-or-an-individual-with-a-specific-policy-position,1000,1000.0000000000069,+/- 3.3%,false,3,,,3000,3000.0000000000177
2025-119_q19,How informed do you feel you are about your local prosecutor compared to other elected local officials where you live?,Verasight APSA Omnibus Survey #2025-119,how-informed-do-you-feel-you-are-about-your-local-prosecutor-compared-to-other-elected-local-officials-where-you-live,https://reports.verasight.io/reports/apsa-2025#how-informed-do-you-feel-you-are-about-your-local-prosecutor-compared-to-other-elected-local-officials-where-you-live,1000,1000.000000000007,+/- 3.3%,false,3,,,3000,3000.0000000000177
2025-119_q2,"In thinking about your vote, do you usually:",Verasight APSA Omnibus Survey #2025-119,in-thinking-about-your-vote-do-you-usually,https://reports.verasight.io/reports/apsa-2025#in-thinking-about-your-vote-do-you-usually,1000,1000.000000000007,+/- 3.3%,false,3,,,3000,3000.0000000000177
2025-119_q20,"To what extent do you agree or disagree with the following statement?: ""It would be better to have a strong leader who does not have to bother with parliament and election.""",Verasight APSA Omnibus Survey #2025-119,to-what-extent-do-you-agree-or-disagree-with-the-following-statement-it-would-be-better-to-have-a-strong-leader-who-does-not-have-to-bother-with-parliament-and-election,https://reports.verasight.io/reports/apsa-2025#to-what-extent-do-you-agree-or-disagree-with-the-following-statement-it-would-be-better-to-have-a-strong-leader-who-does-not-have-to-bother-with-parliament-and-election,1000,1000.0000000000069,+/- 3.3%,false,5,,,3000,3000.0000000000177
2025-119_q21,Does cultural ideology (such as attitudes towards LGBTQ) or economic interest matter more in your voting decision?,Verasight APSA Omnibus Survey #2025-119,does-cultural-ideology-such-as-attitudes-towards-lgbtq-or-economic-interest-matter-more-in-your-voting-decision,https://reports.verasight.io/reports/apsa-2025#does-cultural-ideology-such-as-attitudes-towards-lgbtq-or-economic-interest-matter-more-in-your-voting-decision,1000,1000.0000000000069,+/- 3.3%,false,6,,,3000,3000.0000000000177
